"SAID","sample_address","zipcode","soil_remediation_status","soil_remediation_date","soil_sample_date","high_lead_result"
31797,"3548 N 40 AV",68111,"Ineligible",NA,2005-10-27,104.41
86749,"1111 S 51 ST",68106,NA,NA,NA,NA
26694,"2820 DECATUR ST",68111,"Ineligible",NA,2009-05-06,162
23215,"125 N 33 ST",68131,"Remediated",2010-04-30,2008-09-10,1014
68583,"4709 FOWLER AV",68104,NA,NA,NA,NA
14526,"3055 S 32 ST",68105,"Remediated",2013-06-06,2005-01-06,474.44
19536,"409 HICKORY ST",68108,"Remediated",2011-04-27,2009-06-01,464
76898,"3948 L ST",68107,NA,NA,NA,NA
68758,"6904 N 55 CR",68152,NA,NA,NA,NA
84768,"5419 LEAVENWORTH ST",68106,NA,NA,NA,NA
10464,"4523 S 14 ST",68107,"Ineligible",NA,2004-09-07,327.72
44976,"1710 MONROE ST",68107,"Ineligible",NA,2008-06-17,278
73762,"5438 CHARLES ST",68132,"Ineligible",NA,2008-11-19,103
71443,"4308 L ST",68107,NA,NA,NA,NA
71317,"6515 S 50 CR",68117,NA,NA,NA,NA
52342,"4816 CAPITOL AV",68132,"Ineligible",NA,2008-07-03,89
17781,"2136 S 40 ST",68105,"Ineligible",NA,2003-11-03,203.89
73019,"3919 N 70 AV",68104,NA,NA,NA,NA
11912,"4125 S 24 ST",68107,"Remediated",2004-06-24,2003-07-29,1549.6
83167,"5905 S ST",68117,NA,NA,NA,NA
69916,"2506 N 63 ST",68104,NA,NA,NA,NA
40530,"6731 FLORENCE BD",68112,"Remediated",2010-06-01,2003-12-11,580.28
38069,"2431 HIMEBAUGH AV",68111,"Remediated",2007-10-22,2006-08-07,861.2
70392,"2912 N 49 ST",68104,NA,NA,NA,NA
45873,"1511 WASHINGTON ST",68107,"Ineligible",NA,2004-11-19,159.84
61936,"5224 1/2 WILLIAM ST",68106,NA,NA,NA,NA
64979,"10919 N 69 ST",68152,NA,NA,NA,NA
34514,"4517 N 42 ST",68111,NA,NA,NA,NA
31478,"2532 EMMET ST",68111,"Remediated",2010-08-11,2004-08-30,484
46217,"3721 X ST",68107,"Ineligible",NA,2004-10-25,127.64
64451,"2507 N 51 AV",68104,NA,NA,NA,NA
23693,"337 N 37 ST",68131,"Remediated",2004-07-08,2003-08-17,1338.8
28766,"3463 MIAMI ST",68111,"Ineligible",NA,2006-06-08,254.12
24250,"619 N 34 ST",68131,"Remediated",2012-05-31,2003-07-09,465.22
5321,"2109 PIERCE ST",68108,"Remediated",2008-09-18,2008-08-07,834
45830,"6011 S 43 AV",68107,NA,NA,NA,NA
25969,"3514 SEWARD ST",68111,"Remediated",2009-08-18,2008-11-05,1740
84885,"1324 N SADDLE CREEK RD",68132,NA,NA,NA,NA
49355,"7402 N 30 ST",68112,NA,NA,NA,NA
50556,"305 TURNER BD",68131,"Remediated",2006-10-16,2005-08-31,1476.2
38259,"3730 LAUREL AV",68111,"Ineligible",NA,2003-11-22,86.32
60721,"6306 N 47 ST",68104,NA,NA,NA,NA
56663,NA,NA,NA,NA,NA,NA
43302,"10222 N 29 CT",68112,NA,NA,NA,NA
36577,"1412 E BROWNE ST",68110,NA,NA,NA,NA
71215,"5125 N 49 ST",68104,NA,NA,NA,NA
43111,"9606 N 29 ST",68112,NA,NA,NA,NA
84886,"4727 HAMILTON ST",68132,NA,NA,NA,NA
32169,"3710 N 38 ST",68111,"Ineligible",NA,2003-09-03,87.72
68604,"4632 AMES AV",68104,NA,NA,NA,NA
80191,"3229 HARNEY ST",68131,NA,NA,NA,NA
3062,"2239 POPPLETON AV",68108,"Ineligible",NA,2013-06-19,89
44362,"4110 MONROE ST",68107,"Ineligible",NA,2006-07-20,143.62
12090,"4020 S 35 ST",68107,"Ineligible",NA,2004-09-24,208.86
36487,"5105 N 8 ST",68110,"Ineligible",NA,2004-01-22,159.4
15565,"2757 S 9 ST",68108,"Remediated",2008-12-05,2008-09-03,2371
86639,"1939 S 61 AV",68106,NA,NA,NA,NA
87633,"5205 N 51 ST",68104,NA,NA,NA,NA
317,"1824 BINNEY ST",68110,"Ineligible",NA,1999-06-02,352
76620,"6302 WESTERN AV",68132,NA,NA,NA,NA
46837,"5622 S 33 ST",68107,"Ineligible",NA,2005-11-09,260.68
12507,"2517 D ST",68107,"Ineligible",NA,2009-08-11,267
59132,"6533 WIRT ST",68104,NA,NA,NA,NA
68549,"4631 LARIMORE AV",68104,NA,NA,NA,NA
65780,"5826 WOOLWORTH AV",68106,NA,NA,NA,NA
28806,"3321 MIAMI ST",68111,"Ineligible",NA,2004-09-09,366.59
67965,"6507 DAVENPORT PA",68132,NA,NA,NA,NA
73000,"11405 N 72 ST",68152,NA,NA,NA,NA
12327,"1210 BLAINE ST",68107,"Remediated",2010-09-22,2003-08-27,456.8
51924,"4901 CUMING ST",68132,"Ineligible",NA,2005-01-14,248.58
36046,"5114 N 38 ST",68111,"Ineligible",NA,2004-10-11,111
37396,"5326 N 5 ST",68110,"Ineligible",NA,2004-01-15,79.1
21810,"2561 MASON ST",68105,"Remediated",2013-07-26,2003-11-17,503.6
66011,"2415 O ST",68107,NA,NA,NA,NA
10458,"4538 S 12 ST",68107,"Ineligible",NA,2004-07-22,227.38
20775,"1230 S 10 ST",68108,"Remediated",2007-06-09,2005-09-06,1083
43494,"12215 PONCA RD",68112,NA,NA,NA,NA
24463,"3339 BURT ST",68131,"Remediated",2006-08-21,2005-12-12,451.12
14936,"1515 OLIN AV",68108,"Remediated",2007-05-09,2004-08-30,1011.4
76141,"6109 DECATUR ST",68104,NA,NA,NA,NA
29540,"4004 MAPLE ST",68111,"Remediated",2010-05-17,2003-10-02,574.28
56152,"4625 KELBY RD",68152,NA,NA,NA,NA
89731,NA,NA,NA,NA,NA,NA
30262,"3208 N 41 ST",68111,"Ineligible",NA,2006-01-11,110.19
11043,"4312 S 38 ST",68107,"Ineligible",NA,2003-07-16,238
5562,"1921 LOTHROP ST",68110,"Remediated",2012-06-26,2002-10-23,683.6
57389,"5411 LAFAYETTE AV",68132,NA,NA,NA,NA
72260,"4859 Q ST",68117,NA,NA,NA,NA
87209,"6069 G ST",68117,NA,NA,NA,NA
12888,"3702 S 23 ST",68107,"Ineligible",NA,2003-07-30,245.5
39042,"4455 CURTIS AV",68111,NA,NA,NA,NA
51552,"4925 CHICAGO ST",68132,"Remediated",2011-11-09,2005-07-14,535.42
72020,"825 S 51 ST",68106,NA,NA,NA,NA
60137,"5619 RUGGLES ST",68104,"Ineligible",NA,2009-09-29,186
26098,"3517 FRANKLIN ST",68111,"Remediated",2012-09-05,2012-06-21,687
72664,"5641 S 51 AV",68117,NA,NA,NA,NA
47606,"5324 S 33 ST",68107,"Remediated",2006-08-19,2004-10-14,1360
72867,"1149 FLORENCE BD",68102,NA,NA,NA,NA
23580,"418 N 38 ST",68131,"Ineligible",NA,2004-07-19,183.31
13360,"2427 VALLEY ST",68105,"Remediated",2005-10-11,2004-08-17,988.32
631,"2517 BLONDO ST",68111,"Remediated",2007-12-31,1999-04-24,991.2
17935,"2117 S 40 ST",68105,"Ineligible",NA,2005-07-19,338.76
13201,"3620 GROVER ST",68105,"Ineligible",NA,2008-05-21,174
55462,"5050 HARRISON ST",68157,NA,NA,NA,NA
45148,"6219 S 39 ST",68107,"Ineligible",NA,2005-09-14,87.12
25035,"3209 MYRTLE AV",68131,"Remediated",2010-10-27,2005-05-17,570.48
75531,"630 S 68 AV",68106,NA,NA,NA,NA
19730,"3325 WOOLWORTH AV",68105,"Remediated",2009-10-14,2003-09-17,493.75
59611,"6939 SPENCER ST",68104,NA,NA,NA,NA
41371,"3309 ERNST ST",68112,"Ineligible",NA,2004-01-07,106.55
40650,"6852 N 24 ST",68112,"Ineligible",NA,2009-07-15,155
33282,"1615 LAIRD ST",68110,"Remediated",2013-04-29,2003-08-20,480.76
31758,"3510 N 28 AV",68111,"Remediated",2013-08-28,2006-05-04,537
17165,"2944 CASTELAR ST",68105,"Remediated",2014-07-11,2004-09-07,464.27
58144,"5117 N 60 ST",68104,NA,NA,NA,NA
66535,"684 DILLON DR",68132,NA,NA,NA,NA
77573,"2024 ST MARYS AV",68102,NA,NA,NA,NA
22457,"617 S 33 ST",68105,"Remediated",2006-06-13,2004-08-23,1212
720,"2612 MAPLE ST",68111,"Remediated",2007-08-18,1999-04-28,826.4
73885,"4308 DODGE ST",68131,NA,NA,NA,NA
42109,"7724 N 38 ST",68112,NA,NA,NA,NA
10974,"4413 S 17 ST",68107,"Ineligible",NA,2004-12-02,182.24
69851,"6566 LAKE ST",68104,NA,NA,NA,NA
27472,"3369 BURDETTE ST",68111,"Ineligible",NA,2004-08-16,162.72
26311,"1702 N 31 ST",68111,"Ineligible",NA,2003-07-30,340.25
24073,"4114 CALIFORNIA ST",68131,"Remediated",2010-09-29,2008-07-23,547
33870,"4147 N 40 AV",68111,"Ineligible",NA,2003-11-10,114.01
87927,"4005 FREDERICK ST",68105,"Ineligible",NA,2007-11-05,56
84169,"3827 S 42 ST",68107,NA,NA,NA,NA
55727,"599 S SADDLE CREEK RD",0,NA,NA,NA,NA
13001,"1829 VAN CAMP AV",68108,"Remediated",2005-10-12,2004-10-05,1105
41432,"7117 MINNE LUSA BD",68112,"Ineligible",NA,2004-01-13,90.21
1070,"3711 N 23 ST",68110,"Remediated",2008-09-10,1999-10-11,915
82433,"1523 VINTON ST",68108,NA,NA,NA,NA
78254,"6032 WILLIAM ST",68106,NA,NA,NA,NA
33035,"3321 RUGGLES ST",68111,"Ineligible",NA,2003-09-12,193.32
79553,"6424 N 50 ST",68104,NA,NA,NA,NA
23730,"341 N 37 ST",68131,"Ineligible",NA,2004-01-14,224.6
20319,"1516 WILLIAM ST",68108,"Remediated",2004-04-17,2003-08-03,1604
83003,"1714 N 55 ST",68104,"Ineligible",NA,2009-08-10,278
71691,"601 N 30 ST",68131,NA,NA,NA,NA
86524,"6020 WALNUT ST",68106,NA,NA,NA,NA
87803,"4908 LOCKWOOD LA",68152,NA,NA,NA,NA
58465,"3828 N 52 ST",68104,NA,NA,NA,NA
39932,"6539 N 32 ST",68112,NA,NA,NA,NA
15125,"3005 S 19 ST",68108,"Remediated",2007-05-09,2005-01-06,1367.2
41954,"7519 N 34 ST",68112,NA,NA,NA,NA
22888,"1214 HOWARD ST 201",68102,NA,NA,NA,NA
14050,"3102 VINTON ST",68105,"Ineligible",NA,2004-07-14,363
60148,"5640 SPAULDING ST",68104,NA,NA,NA,NA
42243,"7744 N 37 ST",68112,NA,NA,NA,NA
5348,"1728 S 32 AV",68105,"Remediated",2005-06-01,2002-10-08,925.6
24459,"3419 BURT ST",68131,"Remediated",2012-07-27,2008-12-15,543
88460,NA,NA,NA,NA,NA,NA
65578,"5018 CHARLES ST",68132,"Ineligible",NA,2008-09-29,166
57213,"6315 CENTER ST",68106,NA,NA,NA,NA
15292,"2921 ELM ST",68105,"Ineligible",NA,2008-05-27,316
39477,"4037 REDICK AV",68112,NA,NA,NA,NA
71642,"3929 FARNAM ST",68131,NA,NA,NA,NA
33770,"2014 SPRAGUE ST",68110,"Remediated",2011-11-04,2005-09-15,408.12
76491,"6015 HAMILTON ST",68132,NA,NA,NA,NA
25842,"3403 SEWARD ST",68111,"Ineligible",NA,2006-05-02,127.24
82453,"1929 S 48 AV",68106,NA,NA,NA,NA
77302,"5720 HIMEBAUGH AV",68104,NA,NA,NA,NA
35427,"2443 LARIMORE AV",68111,"Ineligible",NA,2004-10-05,158.41
67527,"1515 S 58 ST",68106,NA,NA,NA,NA
58275,"7008 WESTERN AV",68132,NA,NA,NA,NA
38262,"3728 LAUREL AV",68111,NA,NA,NA,NA
37948,"5806 N 42 ST",68111,NA,NA,NA,NA
19656,"1450 S 14 ST",68108,"Ineligible",NA,2003-05-22,164.52
68775,"3922 N 66 ST",68104,NA,NA,NA,NA
25598,"3209 CHARLES ST",68131,"Remediated",2017-10-18,2016-08-10,1074
45975,"2511 Z ST",68107,"Ineligible",NA,2018-09-28,145
58453,"3011 PRATT ST",68111,NA,NA,NA,NA
31161,"3348 N 36 AV",68111,"Ineligible",NA,2004-08-09,62.39
44957,"3226 MADISON ST",68107,"Ineligible",NA,2006-09-26,104.7
75999,"6456 PARKER ST",68104,NA,NA,NA,NA
21142,"2212 PIERCE ST",68108,"Remediated",2009-09-15,2003-12-04,597.73
17172,"2329 S 31 ST",68105,"Ineligible",NA,2004-09-02,265.4
27517,"3601 BURDETTE ST",68111,"Ineligible",NA,2003-09-15,211.1
11356,"4220 S 39 AV",68107,"Ineligible",NA,2003-07-16,81.5
89765,NA,NA,NA,NA,NA,NA
38937,"3302 BELVEDERE BD",68111,"Ineligible",NA,2004-01-28,70.2
29724,"2857 MAPLE ST",68111,"Ineligible",NA,2004-08-26,206.51
61008,"2333 N 70 AV",68104,NA,NA,NA,NA
42813,"8223 N 29 ST",68112,NA,NA,NA,NA
25398,"2807 HAMILTON ST",68131,"Remediated",2015-08-14,2004-10-26,489.65
29803,"4227 WIRT ST",68111,"Ineligible",NA,2006-08-29,99.46
85469,"5616 FAY BD",68117,NA,NA,NA,NA
49256,"423 BANCROFT ST",68108,"Ineligible",NA,2005-12-05,169.47
56883,"2810 D ST",68107,NA,NA,NA,NA
66779,"301 N 49 ST",68132,"Ineligible",NA,2007-09-20,152
28381,"2517 N 45 ST",68104,"Remediated",2007-07-27,2003-10-31,552.4
69902,"2531 N 65 ST",68104,NA,NA,NA,NA
48377,"5032 S 20 ST",68107,"Remediated",2014-08-22,2014-03-14,607
18850,"1738 S 32 AV",68105,"Ineligible",NA,2003-11-11,326
42323,"7607 N 29 ST",68112,"Ineligible",NA,2009-11-09,155
64540,"2521 N 53 ST",68104,"Ineligible",NA,2019-04-03,109
45724,"1520 JEFFERSON ST",68107,"Ineligible",NA,2004-11-12,181.8
16134,"2706 S 12 ST",68108,"Remediated",2005-09-24,2003-11-05,915.22
80192,"1052 PARK AV",68105,NA,NA,NA,NA
76625,"6124 WESTERN AV",68132,NA,NA,NA,NA
96043,"5140 1/2 NORTHWEST RADIAL HW",68104,"Ineligible",NA,2014-10-17,123
14474,"3101 S 21 ST",68108,"Ineligible",NA,2004-08-30,360.17
91138,NA,NA,NA,NA,NA,NA
30476,"3237 N 40 ST",68111,"Remediated",2009-11-25,2008-11-04,768
24572,"3304 BURT ST",68131,"Ineligible",NA,2004-01-17,314.2
62603,"4203 N 65 AV",68104,NA,NA,NA,NA
3112,"4322 FRANKLIN ST",68111,"Remediated",2002-12-05,2002-07-24,1660
10986,"4422 S 12 ST",68107,"Remediated",2010-11-03,2004-08-09,617.6
59780,"6784 MANDERSON ST",68104,NA,NA,NA,NA
10840,"4165 HILLSDALE AV",68107,"Ineligible",NA,2004-09-02,134.59
17007,"2430 S 20 ST",68108,"Remediated",2006-08-16,2004-08-31,1191.4
1480,"5701 N 16 ST",NA,"Ineligible",NA,1999-09-15,124.8
11202,"4302 S 33 ST",68107,"Ineligible",NA,2003-10-13,251.63
10784,"4406 S 34 ST",68107,"Ineligible",NA,2004-06-07,367.36
30489,"3672 LOTHROP ST",68111,NA,NA,NA,NA
49625,"4608 CAPITOL AV",68132,"Ineligible",NA,2005-12-15,336
85425,"6014 OHERN ST",68117,NA,NA,NA,NA
85979,"5874 GOLD ST",68106,NA,NA,NA,NA
36020,"5120 FONTENELLE BD",68111,"Ineligible",NA,2004-01-08,95.23
19397,"1611 S 33 ST",68105,"Ineligible",NA,2014-06-09,122
87848,"10814 N 50 AV",68152,NA,NA,NA,NA
31606,"2445 PINKNEY ST",68111,"Ineligible",NA,2008-07-07,189
90941,NA,NA,NA,NA,NA,NA
72346,"5426 S 49 ST",68117,NA,NA,NA,NA
51040,"622 S 51 ST",68106,"Ineligible",NA,2015-04-30,324
17672,"1518 CASTELAR ST",68108,"Remediated",2007-10-09,2003-09-25,804.4
30669,"3305 N 45 ST",68104,"Remediated",2014-05-20,2004-08-24,514.35
94858,"2400 N 34 AV (BUILDING 8)",68111,"Ineligible",NA,2013-10-30,35
51564,"5118 CHICAGO ST",68132,"Ineligible",NA,2005-11-29,151.9
12794,"3722 S 23 ST",68107,"Ineligible",NA,2004-06-09,334
28113,"2306 GRANT ST",68110,"Eligible",NA,2003-09-02,472.6
30651,"1481 SPENCER ST",68110,"Remediated",2010-08-05,2008-06-11,446
81960,"5404 FORT ST",68104,NA,NA,NA,NA
65990,"5008 OHIO ST",68104,NA,NA,NA,NA
72668,"5459 S 51 AV",68117,NA,NA,NA,NA
24785,"4115 NICHOLAS ST",68131,"Ineligible",NA,2005-09-20,324.18
33177,"4413 SPRAGUE ST",68111,"Ineligible",NA,2005-01-11,207.62
88265,NA,NA,NA,NA,NA,NA
23934,"4327 CALIFORNIA ST",68131,"Ineligible",NA,2003-06-04,223.8
39479,"6340 N 38 ST",68111,"Ineligible",NA,2012-05-08,184
32116,"3715 N 44 ST",68111,"Ineligible",NA,2004-08-31,83.92
57035,"2323 L ST",68107,NA,NA,NA,NA
51168,"512 S 51 ST",68106,"Ineligible",NA,2004-12-10,105.88
43210,"9676 N 30 ST",68112,NA,NA,NA,NA
50275,"2922 - 2924 U AV",68107,"Ineligible",NA,2004-05-11,62.74
77419,"6312 N 62 AV",68104,NA,NA,NA,NA
20463,"2715 POPPLETON AV",68105,"Remediated",2005-11-04,2004-08-24,804.58
63742,"2122 N 41 ST",68111,NA,NA,NA,NA
47840,"5246 S 22 ST",68107,"Ineligible",NA,2004-01-16,166
3090,"3361 ERSKINE ST",68111,"Ineligible",NA,2014-03-19,222
25581,"3225 CHARLES ST",68131,"Remediated",2021-05-13,2005-09-28,424.41
69691,"6069 MAPLE ST",68104,NA,NA,NA,NA
39256,"4227 VERNON AV",68111,"Ineligible",NA,2004-04-28,93
27508,"2220 N 33 AV",68111,"Ineligible",NA,2015-04-08,215
87617,"5103 N 50 AV",68104,NA,NA,NA,NA
85554,"5603 FAY BD",68117,NA,NA,NA,NA
30397,"1815 WIRT ST",68110,"Ineligible",NA,2003-11-06,391.6
49674,"4708 WAKELEY ST",68132,"Remediated",2010-06-25,2008-06-26,623
49434,"3328 HARRISON ST",68147,"Ineligible",NA,2004-10-26,36.03
850,"2866 BROWNE ST",68111,"Remediated",2005-12-31,1999-10-22,1880
39089,"3032 BELVEDERE BD",68111,NA,NA,NA,NA
87158,"1120 S 52 ST",68106,NA,NA,NA,NA
23323,"142 N 35 ST",68131,"Remediated",2008-07-17,2006-12-20,2547.2
50037,"2601 N 16 ST",68110,"Ineligible",NA,2004-05-12,97.53
88554,NA,NA,NA,NA,NA,NA
61668,"4548 SPENCER ST",68104,"Ineligible",NA,2008-11-05,186
51320,"302 S 49 AV",68132,"Remediated",2024-08-08,2005-08-15,477.48
72322,"5401 S 49 ST",68117,NA,NA,NA,NA
16894,"2436 S 20 AV",68108,"Remediated",2010-03-31,2003-07-16,702.17
31733,"3237 EVANS ST",68111,"Ineligible",NA,2004-08-27,128.36
64525,"2540 N 52 ST",68104,NA,NA,NA,NA
84083,"4516 S 46 ST",68117,NA,NA,NA,NA
90410,"1820 OGDEN ST",NA,"Ineligible",NA,2013-12-03,94
79372,"4905 S 66 PA",68117,NA,NA,NA,NA
78210,"1306 S 62 ST",68106,NA,NA,NA,NA
11884,"4209 S 12 ST",68107,"Ineligible",NA,2003-10-13,278.12
1159,"4020 PINKNEY ST",68111,"Ineligible",NA,1999-03-29,95.2
5492,"904 FOREST AV",68108,"Remediated",2010-08-25,2002-10-17,512
56435,"112 S 11 ST",68102,NA,NA,NA,NA
81729,"5111 EMMET ST",68104,NA,NA,NA,NA
46656,"3921 V ST",68107,"Ineligible",NA,2005-11-15,158.79
55721,"1000 S SADDLE CREEK RD",68106,NA,NA,NA,NA
66590,"5021 LEAVENWORTH ST",68106,NA,NA,NA,NA
91992,"1303 P ST",NA,NA,NA,NA,NA
90855,NA,NA,NA,NA,NA,NA
26184,"3819 FRANKLIN ST",68111,"Ineligible",NA,2004-06-08,210
70508,"2008 N 50 ST",68104,NA,NA,NA,NA
37492,"2555 ELLISON AV",68111,"Remediated",2005-06-06,2004-10-14,7433.2
26298,"1534 FLORENCE BD",68110,NA,NA,NA,NA
46998,"3526 U ST",68107,"Ineligible",NA,2006-08-31,212
81347,"1137 MAYBERRY PA",68108,NA,NA,NA,NA
88908,NA,NA,NA,NA,NA,NA
48145,"5064 S 40 ST",68107,"Remediated",2015-05-15,2014-03-30,430
2572,"4715 N 38 ST",68111,"Ineligible",NA,2003-08-26,209.79
43208,"9904 FLORENCE HEIGHTS BD",68112,"Ineligible",NA,2004-01-26,105.46
62243,"6626 CUMING ST",68132,NA,NA,NA,NA
51707,"4908 CALIFORNIA ST",68132,"Remediated",2006-07-06,2005-10-18,2199.4
18197,"2101 S 35 AV",68105,"Ineligible",NA,2003-10-18,182.33
41034,"7213 NORTH RIDGE DR",68112,NA,NA,NA,NA
84008,"4406 S 45 ST",68117,NA,NA,NA,NA
15379,"2503 ELM ST",68105,"Ineligible",NA,2004-05-20,148.08
30077,"3826 WIRT ST",68111,"Ineligible",NA,2004-08-20,116.77
51967,"906 N 50 AV",68132,"Ineligible",NA,2004-11-23,289.94
48397,"5029 S 21 ST",68107,"Ineligible",NA,2004-10-26,150.18
39468,"6330 N 31 AV",68111,NA,NA,NA,NA
80244,"3724 HAWTHORNE AV",68131,"Ineligible",NA,2015-05-18,302
34485,"3161 MEREDITH AV",68111,"Ineligible",NA,2003-12-20,246.03
33372,"2824 RUGGLES ST",68111,"Remediated",2008-08-29,2007-08-07,921
59538,"6779 PRATT ST",68104,NA,NA,NA,NA
80285,"6641 NEBRASKA AV",68104,NA,NA,NA,NA
64800,"5101 BLONDO ST",68104,NA,NA,NA,NA
31979,"2119 EVANS ST",68110,"Remediated",2005-09-22,2004-09-07,914.46
40524,"6863 N 31 AV",68112,NA,NA,NA,NA
32984,"3473 RUGGLES ST",68111,"Ineligible",NA,2004-08-31,96.33
65481,"1717 N 42 ST",68111,NA,NA,NA,NA
19143,"4215 HICKORY ST",68105,"Ineligible",NA,2003-09-16,105.36
17797,"2329 S 11 ST",68108,"Eligible",NA,2005-07-19,401.92
94031,"6553 1/2 FLORENCE BD",NA,NA,NA,NA,NA
69971,"2535 N 62 ST",68104,NA,NA,NA,NA
46812,"5630 S 32 ST",68107,"Ineligible",NA,2004-11-22,78.58
30785,"4201 EMMET ST",68111,"Ineligible",NA,2003-11-14,140.4
79658,"4661 A ST",68106,NA,NA,NA,NA
86764,"1117 S 50 ST",68106,NA,NA,NA,NA
2571,"3173 FOWLER AV",68111,"Ineligible",NA,2003-06-12,282.05
44889,"1211 MONROE ST",68107,"Ineligible",NA,2009-05-29,227
55441,"6003 S 49 ST",68117,NA,NA,NA,NA
27554,"2037 FLORENCE BD",68110,"Remediated",2011-10-05,2005-10-13,706.07
28210,"2307 N 27 ST",68111,"Remediated",2011-01-13,2009-05-07,602
45322,"1732 MADISON ST",68107,"Ineligible",NA,2003-12-16,146.89
25123,"3204 MYRTLE AV",68131,"Remediated",2017-11-15,2004-08-24,452.59
11488,"4233 S 23 ST",68107,"Remediated",2006-10-24,2004-09-30,901
80276,"6205 N 66 ST",68104,NA,NA,NA,NA
23911,"4413 CALIFORNIA ST",68131,"Ineligible",NA,2003-07-25,337.6
93417,"808 N 44 ST",68131,"Remediated",2009-07-31,2007-10-23,405
41259,"3073 MARTIN AV",68112,"Ineligible",NA,2003-12-30,129.4
15666,"3412 WRIGHT ST",68105,"Ineligible",NA,2003-11-04,314.32
12071,"2309 F ST",68107,"Remediated",2011-06-29,2004-10-27,650.87
90261,NA,NA,NA,NA,NA,NA
33225,"3920 N 28 ST",68111,"Remediated",2006-06-23,2004-07-21,425.64
29711,"1606 CORBY ST",68110,"Remediated",2006-09-12,2003-11-06,1031.8
71585,"4547 CURTIS AV",68104,NA,NA,NA,NA
72648,"5855 S 51 AV",68117,NA,NA,NA,NA
76624,"6132 WESTERN AV",68132,"Ineligible",NA,2012-06-06,75
82226,"5507 S 56 ST",68117,NA,NA,NA,NA
76333,"6307 SEWARD ST",68104,NA,NA,NA,NA
84807,"1019 S 55 ST",68106,NA,NA,NA,NA
56776,"1104 N 18 ST",68102,NA,NA,NA,NA
35261,"1822 FOWLER AV",68110,"Ineligible",NA,2004-10-19,150.91
81020,"5637 ERSKINE ST",68104,NA,NA,NA,NA
89697,NA,NA,NA,NA,NA,NA
82759,"3724 FARNAM ST",68131,NA,NA,NA,NA
60698,"6318 N 46 ST",68104,NA,NA,NA,NA
60717,"6317 N 47 ST",68104,NA,NA,NA,NA
64644,"5304 GRANT ST",68104,NA,NA,NA,NA
37238,"5509 N 35 ST",68111,"Remediated",2010-08-27,2003-11-17,465.6
83575,"4687 PIERCE ST",68106,NA,NA,NA,NA
43168,"9652 N 30 ST",68112,NA,NA,NA,NA
70829,"714 N 57 ST",68132,"Ineligible",NA,2015-02-03,276
873,"2910 N 28 AV",68111,"Ineligible",NA,1999-12-18,185.2
38563,"5929 N 34 ST",68111,"Ineligible",NA,2004-01-21,109.9
69264,"2032 N 49 ST",68104,NA,NA,NA,NA
5563,"1919 LOTHROP ST",68110,"Ineligible",NA,2002-10-24,249.2
14581,"3014 S 39 ST",68105,"Ineligible",NA,2014-04-14,258
63419,"5163 OHERN ST",68117,NA,NA,NA,NA
71780,"3021 S 48 AV",68106,NA,NA,NA,NA
84756,"3011 N 48 ST",68104,"Ineligible",NA,2008-11-03,160
82526,"2128 S 49 AV",68106,NA,NA,NA,NA
22610,"554 S 26 ST",68105,"Ineligible",NA,2003-10-08,362.46
41090,"3011 VANE ST",68112,NA,NA,NA,NA
21637,"4307 MAYBERRY ST",68105,"Remediated",2010-06-14,2008-11-17,661
49126,"1513 MISSOURI AV",68107,"Ineligible",NA,2004-10-20,193.16
60599,"7020 N 58 ST",68152,NA,NA,NA,NA
43720,"3805 POLK ST",68107,"Ineligible",NA,2004-01-14,140.9
37870,"3633 HIMEBAUGH AV",68111,NA,NA,NA,NA
65370,"8105 N 61 PA",68152,NA,NA,NA,NA
51735,"5114 UNDERWOOD AV",68132,"Remediated",2010-10-13,2008-06-18,576
44635,"2119 MONROE ST",68107,"Ineligible",NA,2007-09-07,101
79744,"5624 WILLIT ST",68152,NA,NA,NA,NA
389,"2025 LAKE ST",68110,"Remediated",2004-10-06,1999-09-08,1830
64954,"6418 COUNTRY SQUIRE LA",68152,NA,NA,NA,NA
65883,"5824 WALNUT ST",68106,NA,NA,NA,NA
62498,"7008 BURT ST",68132,NA,NA,NA,NA
21890,"4313 MARCY ST",68105,"Ineligible",NA,2008-11-24,239
88086,NA,NA,NA,NA,NA,NA
69975,"2536 N 60 AV",68104,NA,NA,NA,NA
37451,"4474 ELLISON AV",68111,NA,NA,NA,NA
68376,"8416 N 29 ST",68112,NA,NA,NA,NA
25024,"3027 MYRTLE AV",68131,"Remediated",2007-08-29,2005-04-26,889
24502,"819 N 41 AV",68131,"Ineligible",NA,2003-07-08,260
17314,"2409 S 21 ST",68108,"Remediated",2004-05-14,2003-12-12,9620
20470,"4217 PIERCE ST",68105,"Ineligible",NA,2004-08-18,355.67
59445,"6775 BEDFORD AV",68104,NA,NA,NA,NA
75476,"561 S 70 ST",68106,NA,NA,NA,NA
24476,"3311 BURT ST",68131,"Remediated",2006-08-15,2003-12-08,875.4
88090,"2517 3/4 S 8 ST",NA,NA,NA,NA,NA
51945,"901 N 50 AV",68132,"Ineligible",NA,2004-11-23,318.72
21371,"4223 BARKER AV",68105,"Remediated",2008-11-13,2004-08-30,684.89
56771,"1102 N 16 ST",68102,NA,NA,NA,NA
38726,"2738 CROWN POINT AV",68111,"Remediated",2012-07-24,2004-01-15,721.13
70361,"2922 N 48 AV",68104,NA,NA,NA,NA
22549,"557 S 35 AV",68105,"Ineligible",NA,2008-07-09,229
