"SAID","sample_address","zipcode","soil_remediation_status","soil_remediation_date","soil_sample_date","high_lead_result"
43106,"9516 JOHN J PERSHING DR",68112,NA,NA,NA,NA
55833,"2424 S 47 ST",68106,NA,NA,NA,NA
21999,"3728 MARCY ST",68105,"Ineligible",NA,2003-11-07,213.82
42113,"3405 CRAIG AV",68112,NA,NA,NA,NA
89362,NA,NA,NA,NA,NA,NA
63807,"1839 N 49 ST",68104,"Ineligible",NA,2009-07-08,119
10686,"4502 S 14 ST",68107,"Ineligible",NA,2003-08-18,134.6
56729,"802 N 16 ST",68102,NA,NA,NA,NA
25580,"3311 CHARLES ST",68131,"Remediated",2010-07-06,2005-05-12,690.15
37646,"5557 N 33 AV",68111,"Ineligible",NA,2008-08-07,148
64875,"5116 DECATUR ST",68104,NA,NA,NA,NA
15934,"1407 BANCROFT ST",68108,"Eligible",NA,2003-08-06,540.4
64490,"2707 N 56 ST",68104,NA,NA,NA,NA
55034,"6820 J ST",68117,NA,NA,NA,NA
22588,"544 S 30 ST",68105,"Remediated",2006-04-12,2004-12-10,884.68
47766,"5409 S 16 ST",68107,"Ineligible",NA,2004-11-03,161.52
85378,"5609 ORCHARD AV",68117,NA,NA,NA,NA
17844,"2121 S 39 ST",68105,"Ineligible",NA,2004-09-02,95.53
66984,"5341 N 45 ST",68104,NA,NA,NA,NA
44531,"2609 MONROE ST",68107,"Ineligible",NA,2004-11-29,227
73187,"4507 HUNTINGTON AV",68152,NA,NA,NA,NA
25360,"1313 N 25 ST",68131,"Remediated",2015-08-11,2015-06-01,876
37177,"5508 N 34 ST",68111,"Ineligible",NA,2003-11-13,75.7
69433,"5603 JACKSON ST",68106,NA,NA,NA,NA
82602,"2145 S 48 AV",68106,NA,NA,NA,NA
28367,"2414 N 28 AV",68111,"Ineligible",NA,2006-05-31,187.88
80530,"3249 S 45 ST",68106,NA,NA,NA,NA
46736,"5810 S 20 ST",68107,"Ineligible",NA,2008-07-28,295
65758,"5602 WOOLWORTH AV",68106,NA,NA,NA,NA
46801,"5623 S 33 ST",68107,"Ineligible",NA,2007-10-30,175
68519,"4822 N 47 ST",68104,NA,NA,NA,NA
28026,"3373 ERSKINE ST",68111,"Ineligible",NA,2007-10-23,254
87813,"4839 LOCKWOOD CR",68152,NA,NA,NA,NA
44128,"2733 DREXEL ST",68107,"Ineligible",NA,2003-12-09,215.2
87600,"3212 N 24 ST",68110,"Ineligible",NA,2006-11-14,149
74015,"1262 S 13 ST",68108,NA,NA,NA,NA
44816,"2917 MADISON ST",68107,"Ineligible",NA,2008-06-19,205
38033,"4459 LAUREL AV",68111,"Ineligible",NA,2004-01-30,34.87
61560,"6760 CHARLES ST",68132,NA,NA,NA,NA
14850,"3011 S 23 ST",68108,"Ineligible",NA,2004-12-16,355.27
72206,"5530 S 48 ST",68117,NA,NA,NA,NA
46789,"4128 V ST",68107,"Ineligible",NA,2003-12-31,64.7
60468,"4545 N 63 ST",68104,NA,NA,NA,NA
76536,"6524 LAFAYETTE AV",68132,NA,NA,NA,NA
80422,"6315 LINDBERGH DR",68110,NA,NA,NA,NA
45619,"6131 S 33 ST",68107,"Ineligible",NA,2003-11-24,51.8
93932,"3012 Y ST",68107,"Ineligible",NA,2010-04-29,24
45603,"6039 S 39 ST",68107,"Ineligible",NA,2014-07-11,169
73653,"4426 1/2 S 63 ST",68117,NA,NA,NA,NA
60825,"2818 N 70 ST",68104,NA,NA,NA,NA
51926,"824 N 50 AV",68132,"Ineligible",NA,2004-11-23,159.91
68525,"4716 LARIMORE AV",68104,NA,NA,NA,NA
37762,"5519 N 6 ST",68110,NA,NA,NA,NA
90281,NA,NA,NA,NA,NA,NA
30221,"2883 WIRT ST",68111,"Ineligible",NA,2005-09-21,167.37
45756,"6034 S 34 ST",68107,"Ineligible",NA,2004-11-16,192.89
57782,"6122 FREDERICK ST",68106,NA,NA,NA,NA
14116,"3118 S 39 ST",68105,"Ineligible",NA,2006-09-27,158.1
3166,"3326 WHITMORE ST",68112,"Ineligible",NA,2002-07-24,113.1
23624,"4328 CHICAGO ST",68131,"Remediated",2006-06-01,2005-06-22,2145.9
82830,"4916 RUGGLES ST",68104,NA,NA,NA,NA
86078,"1812 N 58 ST",68104,NA,NA,NA,NA
72945,"1920 S 19 ST",68108,NA,NA,NA,NA
34265,"4428 N 21 ST",68110,"Remediated",2006-04-28,2004-08-10,1079.1
26336,"1708 N 32 ST",68111,"Remediated",2007-10-12,2004-08-23,468.68
57089,"4206 1/2 S 17 ST",68107,NA,NA,NA,NA
20852,"1114 S 33 ST",68105,"Ineligible",NA,2004-07-27,365.98
16999,"2433 S 15 ST",68108,"Ineligible",NA,2003-08-28,105.1
41864,"3315 WEBER ST",68112,"Ineligible",NA,2003-12-30,125.4
73563,"6214 J ST",68117,NA,NA,NA,NA
82315,"4651 LEAVENWORTH ST",68106,NA,NA,NA,NA
32066,"3707 N 42 ST",68111,"Remediated",2011-10-10,2004-06-10,538.86
52103,"5111 WESTERN AV",68132,"Ineligible",NA,2005-01-13,221.89
70502,"2032 N 50 ST",68104,NA,NA,NA,NA
69523,"6531 PINKNEY ST",68104,NA,NA,NA,NA
77562,"2210 SPRAGUE ST",68110,"Ineligible",NA,2014-09-18,304
63748,"2107 N 42 ST",68111,NA,NA,NA,NA
44660,"1346 DREXEL ST",68107,"Ineligible",NA,2006-07-18,259.57
37195,"5416 FLORENCE BD",68110,"Remediated",2007-07-13,2006-07-12,1083.8
51962,"5109 IZARD ST",68132,"Ineligible",NA,2005-09-28,200.82
12095,"4019 S 35 ST",68107,"Ineligible",NA,2003-07-25,248.92
43140,"9639 FLORENCE HEIGHTS BD",68112,"Ineligible",NA,2012-07-02,44
32183,"3711 N 37 ST",68111,"Ineligible",NA,2004-08-26,112.02
65961,"2402 N 50 ST",68104,NA,NA,NA,NA
85671,"5411 WEIR ST",68117,NA,NA,NA,NA
13821,"3209 S 32 AV",68105,"Ineligible",NA,2005-11-17,283.06
49897,"915 N 47 AV",68132,"Ineligible",NA,2004-11-23,275.98
45661,"6029 S 42 AV",68107,"Ineligible",NA,2004-12-01,67.61
74109,"920 S 16 ST",68108,NA,NA,NA,NA
24151,"616 N 42 ST",68131,"Remediated",2007-09-04,2003-07-16,823.25
68596,"4607 N 47 ST",68104,NA,NA,NA,NA
29597,"2917 N 41 ST",68111,"Ineligible",NA,2004-09-03,389.72
761,"2706 ELLISON AV",68111,"Ineligible",NA,1999-12-07,251
31639,"2111 PINKNEY ST",68110,"Remediated",2010-10-20,2005-05-26,573.1
64617,"2311 N 56 ST",68104,NA,NA,NA,NA
37750,"4470 REDMAN AV",68111,NA,NA,NA,NA
80337,"6652 CURTIS AV",68104,NA,NA,NA,NA
49951,"1024 N 47 AV",68132,"Ineligible",NA,2008-12-10,110
22963,"131 S 39 ST 0010",68131,"Ineligible",NA,2003-07-09,314.99
15713,"1416 ELM ST",68108,"Remediated",2005-10-08,2003-11-05,1189.6
83259,"5635 S 53 ST",68117,NA,NA,NA,NA
16077,"2708 S 13 ST",68108,"Remediated",2009-08-11,2004-07-15,529.61
62162,"1530 S 55 ST",68106,NA,NA,NA,NA
59716,"7092 SPENCER ST",68104,NA,NA,NA,NA
42155,"7732 N 38 ST",68112,"Ineligible",NA,2003-12-06,85.9
61799,"4315 N 58 ST",68104,NA,NA,NA,NA
16741,"2443 S 20 ST",68108,"Remediated",2006-04-21,2004-09-16,1973.6
56880,"2907 C PA",68107,NA,NA,NA,NA
50126,"2911 - 2907 BURDETTE ST",68111,"Ineligible",NA,2004-05-12,63.9
86047,"1717 N 59 ST",68104,NA,NA,NA,NA
58802,"6016 MAPLE ST",68104,NA,NA,NA,NA
78272,"1314 S 63 ST",68106,NA,NA,NA,NA
68565,"4728 FOWLER AV",68104,NA,NA,NA,NA
17389,"1014 ARBOR ST",68108,"Remediated",2011-10-05,2003-08-18,414.84
80360,"6735 VERNON AV",68104,NA,NA,NA,NA
84600,"3331 N 57 ST",68104,NA,NA,NA,NA
40065,"2575 NEWPORT AV",68112,"Remediated",2010-04-08,2008-10-20,466
59227,"6629 PRATT ST",68104,NA,NA,NA,NA
50410,"2867 - 2865 LOTHROP ST",68111,"Ineligible",NA,2004-05-17,115
48174,"5128 S 18 ST",68107,"Remediated",2011-11-03,2005-12-14,505.37
83450,"5825 S ST",68117,NA,NA,NA,NA
48718,"1713 N ST",68107,"Eligible",NA,2004-10-25,451.7
79019,"3122 S 52 ST",68106,NA,NA,NA,NA
79147,"3202 S 54 ST",68106,NA,NA,NA,NA
35472,"2224 LARIMORE AV",68110,"Ineligible",NA,2004-01-31,120
28156,"2428 N 33 ST",68111,"Ineligible",NA,2003-08-05,196.08
51301,"305 S 50 ST",68132,"Ineligible",NA,2013-08-27,331
55147,"6406 GROVER ST",68106,NA,NA,NA,NA
85851,"5630 FREDERICK ST",68106,NA,NA,NA,NA
41524,"7151 N 25 ST",68112,"Ineligible",NA,2004-01-06,286.52
23327,"920 DODGE ST",68102,"Ineligible",NA,2014-08-26,160
75567,"4817 GRAND AV",68104,NA,NA,NA,NA
12968,"4226 A ST",68105,"Ineligible",NA,2003-11-03,79.2
71555,"5702 FOWLER AV",68104,NA,NA,NA,NA
68623,"4551 MEREDITH AV",68104,NA,NA,NA,NA
84117,"4115 LAKE ST",68111,NA,NA,NA,NA
64363,"4648 BROWNE ST",68104,NA,NA,NA,NA
80551,"4526 HASCALL ST",68106,NA,NA,NA,NA
75926,"8324 N 36 ST",68112,NA,NA,NA,NA
95573,"420 POPPLETON AV",68108,"Eligible",NA,2012-07-10,747
59404,"6791 WIRT ST",68104,NA,NA,NA,NA
45959,"2000 WASHINGTON ST",68107,"Ineligible",NA,2006-08-02,151.83
3017,"3960 CURTIS AV",68111,NA,NA,NA,NA
56575,"1301 JONES ST",68102,NA,NA,NA,NA
65043,"10811 N 62 ST",68152,NA,NA,NA,NA
84398,"4120 AMES AV",68111,NA,NA,NA,NA
65731,"5632 WILLIAM ST",68106,NA,NA,NA,NA
37295,"5523 FONTENELLE BD",68111,"Ineligible",NA,2003-12-11,197.9
12026,"2715 F ST",68107,"Ineligible",NA,2003-09-16,302.25
51612,"4919 CASS ST",68132,"Remediated",2006-07-10,2004-12-17,910.31
33379,"2806 RUGGLES ST",68111,"Remediated",2014-05-15,2010-12-02,420
57274,"6113 BANCROFT ST",68106,NA,NA,NA,NA
33688,"3930 N 19 ST",68110,"Remediated",2005-09-20,2003-07-29,951.01
69701,"2712 N 60 AV",68104,NA,NA,NA,NA
39345,"6323 N 39 ST",68111,"Ineligible",NA,2003-11-18,79.08
31390,"3221 PINKNEY ST",68111,"Remediated",2010-10-27,2005-10-17,496.74
75017,"5103 MAYBERRY ST",68106,NA,NA,NA,NA
57693,"2134 S 47 ST",68106,NA,NA,NA,NA
352,"1927 WIRT ST",68110,"Ineligible",NA,1999-06-14,299.6
2462,"2563 MARCY ST",68105,"Ineligible",NA,2005-12-21,387.94
1130,"3930 N 22 ST",68110,"Remediated",2011-11-09,1999-10-11,539.6
34976,"4723 N 42 ST",68111,"Remediated",2010-10-28,2003-12-19,722
39102,"6119 N 24 ST",68110,"Remediated",2006-06-27,2004-10-15,704.62
36686,"5211 N 7 ST",68110,NA,NA,NA,NA
81071,"5811 BURDETTE ST",68104,NA,NA,NA,NA
73369,"3331 N 47 AV",68104,NA,NA,NA,NA
21551,"1019 S 27 ST",68105,"Ineligible",NA,2004-08-23,133.86
31544,"3526 N 44 AV",68111,"Ineligible",NA,2004-01-19,133.87
17743,"2929 MARTHA ST",68105,"Remediated",2014-09-10,2013-08-14,1244
87662,"7436 N 55 PA",68152,NA,NA,NA,NA
59182,"6547 BEDFORD AV",68104,NA,NA,NA,NA
43724,"6801 S 38 ST",68107,"Ineligible",NA,2004-12-02,214.04
43183,"9705 N 31 ST",68112,NA,NA,NA,NA
80920,"2801 N 58 ST",68104,NA,NA,NA,NA
35574,"3314 GRAND AV",68111,"Ineligible",NA,2003-11-18,283.8
44189,"6708 S 26 ST",68107,"Ineligible",NA,2008-08-26,180
482,"2219 BINNEY ST",68110,"Remediated",2010-10-29,1999-06-07,541.2
38797,"4006 KANSAS AV",68111,NA,NA,NA,NA
72400,"5228 S 49 AV",68117,NA,NA,NA,NA
14574,"3103 S 16 ST",68108,"Ineligible",NA,2003-08-02,265.21
59906,"4137 N 62 ST",68104,NA,NA,NA,NA
10132,"4525 S 45 ST",68117,"Ineligible",NA,2009-07-24,101
83122,"5810 R ST",68117,NA,NA,NA,NA
12584,"3811 S 35 ST",68107,"Ineligible",NA,2003-07-23,109.5
85380,"5713 ORCHARD AV",68117,NA,NA,NA,NA
59621,"6918 WIRT ST",68104,NA,NA,NA,NA
81901,"5433 N 46 ST",68104,NA,NA,NA,NA
13375,"3330 S 36 ST",68105,"Ineligible",NA,2004-08-30,203.03
43974,"6709 S 36 ST",68107,"Ineligible",NA,2004-01-07,204.46
19788,"307 PINE ST",68108,"Remediated",2010-05-13,2008-07-15,506
42585,"3721 MORMON ST",68112,NA,NA,NA,NA
31539,"1906 EMMET ST",68110,"Ineligible",NA,2003-11-19,207.4
26696,"3419 PARKER ST",68111,"Remediated",2012-05-23,2006-07-27,452.32
41741,"7322 N 39 TR",68112,"Ineligible",NA,2004-01-13,91.4
63534,"2729 FONTENELLE BD",68104,"Ineligible",NA,2008-12-12,360
29616,"4119 BINNEY ST",68111,"Ineligible",NA,2004-01-22,237.6
58408,"7073 SEWARD ST",68104,NA,NA,NA,NA
57567,"2520 S 46 ST",68106,NA,NA,NA,NA
14523,"4105 FREDERICK ST",68105,"Ineligible",NA,2006-11-09,79.54
57750,"4018 N 24 ST",68110,NA,NA,NA,NA
77278,"812 S 49 ST",68106,NA,NA,NA,NA
46327,"3906 X ST",68107,"Ineligible",NA,2004-01-02,98.83
20278,"1218 S 44 ST",68105,"Ineligible",NA,2003-11-06,207.87
22933,"4412 FARNAM ST",68131,"Ineligible",NA,2003-07-16,256.4
35166,"4714 N 28 AV",68111,"Ineligible",NA,2009-05-22,225
85878,"5811 OAK ST",68106,NA,NA,NA,NA
64424,"6110 N 51 ST",68104,NA,NA,NA,NA
14711,"3011 S 38 AV",68105,"Ineligible",NA,2003-10-21,52.78
48057,"5118 S 40 ST",68107,"Remediated",2011-04-28,2005-11-29,909.27
36321,"5107 N 14 AV",68110,"Ineligible",NA,2004-01-14,199.2
14495,"3055 S 33 ST",68105,"Ineligible",NA,2015-03-12,383
39243,"3618 BELVEDERE BD",68111,NA,NA,NA,NA
71821,"3005 S 49 ST",68106,NA,NA,NA,NA
30398,"2806 WIRT ST",68111,"Ineligible",NA,2003-09-21,132.16
51019,"635 S 51 ST",68106,"Ineligible",NA,2004-12-07,114.57
45137,"2507 ADAMS ST",68107,NA,NA,NA,NA
51319,"4907 FARNAM ST",68132,"Ineligible",NA,2005-08-22,110.76
64591,"2532 N 55 ST",68104,NA,NA,NA,NA
76892,"4037 L ST",68107,NA,NA,NA,NA
75838,"2819 N 16 ST",68110,NA,NA,NA,NA
94336,"6826 S 27 ST",68107,"Ineligible",NA,2009-06-25,73
74674,"1913 MONROE ST",68107,NA,NA,NA,NA
42219,"3354 CRAIG AV",68112,NA,NA,NA,NA
79464,"3817 N 66 ST",68104,NA,NA,NA,NA
68229,"3715 S 50 ST",68106,NA,NA,NA,NA
64937,"4875 C ST",68106,NA,NA,NA,NA
65137,"6712 N 65 AV",68152,NA,NA,NA,NA
73862,"3515 N 40 AV",68111,"Ineligible",NA,2007-10-12,58
62465,"3019 S 48 ST",68106,NA,NA,NA,NA
27763,"3379 GRANT ST",68111,"Ineligible",NA,2005-10-18,356.31
29751,"2918 N 36 ST",68111,NA,NA,NA,NA
72296,"5840 S 48 AV",68117,NA,NA,NA,NA
77903,"6730 CROWN POINT AV",68104,NA,NA,NA,NA
68649,"4564 MEREDITH AV",68104,NA,NA,NA,NA
58221,"4905 BATTLEFIELD DR",68112,NA,NA,NA,NA
16278,"2505 S 38 AV",68105,"Ineligible",NA,2003-10-14,110.2
65884,"5819 HICKORY ST",68106,NA,NA,NA,NA
16649,"2416 S 42 ST",68105,"Ineligible",NA,2003-10-28,78.6
15500,"2702 S 41 ST",68105,"Ineligible",NA,2004-07-22,86.37
43707,"3931 POLK ST",68107,"Ineligible",NA,2004-01-07,81.33
22124,"910 S 26 ST",68105,"Ineligible",NA,2006-05-10,393.84
41049,"2864 WHITMORE ST",68112,NA,NA,NA,NA
5362,"4436 PINE ST",68105,"Ineligible",NA,2002-10-21,121.6
88247,NA,NA,NA,NA,NA,NA
19995,"4206 WILLIAM ST",68105,"Ineligible",NA,2003-09-22,269.24
33864,"4110 N 17 ST",68110,"Remediated",2008-07-21,2006-11-30,685.44
46381,"3312 X ST",68107,"Ineligible",NA,2003-12-04,161
22247,"806 S 35 AV",68105,"Remediated",2010-09-22,2003-10-27,507.1
50510,"1025 S SADDLE CREEK RD",68106,"Ineligible",NA,2005-05-19,181.65
32971,"3481 1/2 RUGGLES ST",68111,"Ineligible",NA,2003-09-11,90.96
84973,"5411 DECATUR ST",68104,"Ineligible",NA,2008-12-17,116
33943,"3202 PAXTON BD",68111,"Ineligible",NA,2009-05-05,235
37278,"5526 FONTENELLE BD",68111,"Ineligible",NA,2009-08-26,118
35661,"4741 N 14 ST",68110,"Ineligible",NA,2004-01-21,395.61
12522,"3202 D ST",68107,"Ineligible",NA,2004-07-28,77.55
68457,"7166 N 30 ST",68112,NA,NA,NA,NA
91152,NA,NA,NA,NA,NA,NA
88761,NA,NA,NA,NA,NA,NA
12665,"3803 S 25 ST",68107,"Ineligible",NA,2003-07-25,359.6
58252,"1725 S 20 ST",68108,NA,NA,NA,NA
14618,"3025 S 33 ST",68105,"Ineligible",NA,2004-01-29,381.4
84506,"6816 S 49 AV",68117,NA,NA,NA,NA
69922,"2523 N 64 ST",68104,NA,NA,NA,NA
44432,"4315 MADISON ST",68107,"Ineligible",NA,2004-11-10,108.89
19188,"1726 S 8 ST",68108,"Ineligible",NA,2003-08-17,345.14
66278,"4310 N 53 ST",68104,NA,NA,NA,NA
38718,"2862 CROWN POINT AV",68111,"Remediated",2021-07-09,2004-01-08,550.21
20850,"2613 PIERCE ST",68105,"Ineligible",NA,2006-04-27,163.27
29462,"3335 MAPLE ST",68111,"Ineligible",NA,2003-10-02,252.2
80197,"5011 FREDERICK CR",68106,NA,NA,NA,NA
12683,"3805 S 23 ST",68107,"Remediated",2006-07-18,2003-07-24,455.6
74030,"1410 S 13 ST",68108,NA,NA,NA,NA
33159,"2813 RUGGLES ST",68111,"Ineligible",NA,2004-10-08,292.71
39803,"2851 BAUMAN AV",68112,NA,NA,NA,NA
86370,"1943 S 62 ST",68106,NA,NA,NA,NA
21217,"2107 PACIFIC ST",68108,"Ineligible",NA,2008-01-11,266
22173,"905 S 26 ST",68105,"Remediated",2009-08-27,2003-11-23,505.27
49410,"3808 HARRISON ST",68147,"Ineligible",NA,2004-12-20,109.2
46653,"5710 S 32 ST",68107,"Ineligible",NA,2013-04-24,371
11559,"1708 H ST",68107,"Ineligible",NA,2004-10-01,329.48
10257,"4352 J ST",68107,"Ineligible",NA,2003-10-08,94.5
21444,"928 S 40 ST",68105,"Ineligible",NA,2011-04-05,235
17567,"2334 S 23 ST",68108,"Remediated",2013-08-28,2011-10-27,776
57202,"1611 N 54 ST",68104,"Remediated",2009-09-29,2008-10-15,405
38608,"2591 CROWN POINT AV",68111,"Remediated",2006-09-07,2004-09-21,1550
36585,"5322 N 44 AV",68111,"Ineligible",NA,2004-01-22,108.5
74322,"6418 JAYNES ST",68104,NA,NA,NA,NA
12335,"3927 S 34 ST",68107,"Ineligible",NA,2003-07-25,119.42
47463,"4422 S ST",68107,"Ineligible",NA,2004-10-19,75.92
16253,"2028 BANCROFT ST",68108,"Remediated",2011-08-16,2004-08-25,763.09
88903,NA,NA,NA,NA,NA,NA
71345,"1511 N 58 ST",68104,NA,NA,NA,NA
23240,"138 N 38 ST",68131,"Remediated",2006-06-02,2005-07-08,2047.9
79345,"1054 S 52 ST",68106,"Remediated",2014-09-19,2013-04-24,542
19892,"1431 S 11 ST",68108,"Remediated",2007-10-09,2005-05-25,850.19
5364,"4437 WOOLWORTH AV",68105,"Ineligible",NA,2002-10-08,387
81166,"2406 N 58 ST",68104,NA,NA,NA,NA
11889,"4116 S 29 ST",68107,"Ineligible",NA,2004-09-03,323.22
55846,"2402 S 46 AV",68106,NA,NA,NA,NA
21898,"930 S 26 ST",68105,"Remediated",2004-06-13,2003-11-19,4361.1
27645,"2302 N 33 ST",68111,"Ineligible",NA,2003-12-15,263.07
69498,"6567 EVANS ST",68104,NA,NA,NA,NA
15297,"520 OAK ST",68108,"Ineligible",NA,2008-09-03,43
64354,"4631 CAMDEN AV",68104,NA,NA,NA,NA
19488,"4304 PINE ST",68105,"Ineligible",NA,2003-09-10,217.27
56469,"325 S 16 ST",68102,NA,NA,NA,NA
69643,"3532 FONTENELLE BD",68104,NA,NA,NA,NA
74197,"2902 N 49 ST",68104,NA,NA,NA,NA
33923,"4302 N 40 ST",68111,"Ineligible",NA,2006-09-21,80.06
61997,"1801 S 54 ST",68106,NA,NA,NA,NA
37640,"5616 N 29 ST",68111,"Ineligible",NA,2003-12-11,161.5
34181,"3170 TAYLOR ST",68111,"Ineligible",NA,2003-11-18,94.77
90676,NA,NA,NA,NA,NA,NA
69664,"5235 N 18 ST",68110,"Remediated",2021-09-29,2015-01-06,496
33626,"3923 N 17 ST",68110,"Ineligible",NA,2003-08-01,281.95
60085,"6102 MANDERSON ST",68104,NA,NA,NA,NA
83703,"4527 WILLIAM ST",68106,NA,NA,NA,NA
19737,"3315 WOOLWORTH AV",68105,"Remediated",2010-10-25,2003-09-10,424.69
23554,"4163 CHICAGO ST",68131,"Ineligible",NA,2003-07-14,246.49
22629,"537 PARK AV",68105,"Remediated",2005-11-14,2004-08-04,1230
71402,"1014 S 45 ST",68106,"Ineligible",NA,2008-12-02,61
39790,"3017 HUNTINGTON AV",68112,"Ineligible",NA,2004-01-07,257.96
72941,"6402 N 71 ST",68122,NA,NA,NA,NA
92671,"1921 LAKE ST",68110,NA,NA,NA,NA
64495,"2716 COUNTRY CLUB AV",68104,NA,NA,NA,NA
40663,"6742 FLORENCE BD",68112,"Remediated",2005-12-31,2004-01-15,1600
10081,"4607 S 34 ST",68107,"Ineligible",NA,2008-08-27,293
35650,"4324 SARATOGA ST",68111,NA,NA,NA,NA
73517,"4510 S 61 AV",68117,NA,NA,NA,NA
88558,"4020 HOCTOR BV",NA,NA,NA,NA,NA
41886,"3968 WEBER ST",68112,NA,NA,NA,NA
61349,"6670 DECATUR ST",68104,NA,NA,NA,NA
11676,"4220 S 16 ST",68107,"Ineligible",NA,2006-04-20,171.84
46486,"1530 Y ST",68107,"Remediated",2010-03-23,2008-08-25,513
16338,"2702 S 4 ST",68108,"Ineligible",NA,2003-08-19,95.44
52058,"1006 N 49 ST",68132,"Remediated",2014-10-03,2013-07-10,417
82841,"4905 RUGGLES ST",68104,NA,NA,NA,NA
79886,"9236 N 52 AV",68152,NA,NA,NA,NA
26349,"3716 FRANKLIN ST",68111,"Ineligible",NA,2003-08-05,182.71
85575,"5818 WEIR ST",68117,NA,NA,NA,NA
76618,"6318 WESTERN AV",68132,NA,NA,NA,NA
74722,"3952 Q ST",68107,NA,NA,NA,NA
86632,"1905 S 61 AV",68106,NA,NA,NA,NA
82077,"5615 BLONDO ST",68104,NA,NA,NA,NA
29868,"2021 LOCUST ST",68110,"Remediated",2007-07-26,2004-09-02,882.84
76097,"6324 DECATUR ST",68104,NA,NA,NA,NA
19354,"1701 S 17 ST",68108,"Remediated",2006-07-13,2005-08-04,944.25
48796,"4826 S 19 ST",68107,"Eligible",NA,2004-11-08,406.69
36472,"3912 FORT ST",68111,NA,NA,NA,NA
45274,"6207 S 41 ST",68107,"Ineligible",NA,2003-12-31,55.54
87141,"5212 PACIFIC ST",68106,NA,NA,NA,NA
44306,"2101 DREXEL ST",68107,"Ineligible",NA,2008-08-18,44
62773,"5210 READ ST",68152,NA,NA,NA,NA
78928,"2022 N 24 ST",68110,"Ineligible",NA,2015-06-18,330
55946,"2738 S 49 ST",68106,NA,NA,NA,NA
30826,"3244 BEDFORD AV",68111,"Ineligible",NA,2004-09-15,94.63
73956,"5805 S 53 ST",68117,NA,NA,NA,NA
37866,"5513 N 7 ST",68110,NA,NA,NA,NA
40221,"2877 MARY ST",68112,NA,NA,NA,NA
55919,"4011 S 60 ST",68117,NA,NA,NA,NA
82663,"5319 HOLMES ST",68117,NA,NA,NA,NA
74298,"5629 N 65 ST",68104,NA,NA,NA,NA
39934,"2740 BAUMAN AV",68112,"Ineligible",NA,2013-07-09,264
88458,NA,NA,NA,NA,NA,NA
69144,"4913 N 59 ST",68104,NA,NA,NA,NA
30428,"2602 WIRT ST",68111,"Ineligible",NA,2009-08-11,229
19572,"3522 PINE ST",68105,"Remediated",2011-11-12,2004-07-28,560.31
19658,"1527 S 27 ST",68105,"Remediated",2013-10-02,2004-08-24,405.4
22772,"507 S 34 ST",68105,"Ineligible",NA,2004-08-11,398
47798,"3918 R ST",68107,"Ineligible",NA,2003-12-19,272.2
19092,"1734 S 10 ST",68108,"Remediated",2004-10-19,2004-06-09,1357.8
47321,"3924 T ST",68107,"Remediated",2009-07-21,2004-10-19,516.58
84723,"2919 N 47 AV",68104,"Ineligible",NA,2009-06-12,344
85454,"5031 S 58 ST",68117,NA,NA,NA,NA
49637,"4811 DAVENPORT ST",68132,"Ineligible",NA,2005-08-18,390.63
80440,"1119 E HARTMAN AV",68110,NA,NA,NA,NA
72110,"5568 MASON ST",68106,NA,NA,NA,NA
48272,"5109 S 22 ST",68107,"Ineligible",NA,2008-07-03,139
48384,"5021 S 37 ST",68107,"Ineligible",NA,2003-12-08,339.4
38672,"3041 STONE AV",68111,"Ineligible",NA,2005-12-16,155.16
36125,"5125 N 37 AV",68111,"Ineligible",NA,2004-01-21,141.9
35283,"4752 N 41 ST",68111,"Ineligible",NA,2003-12-07,342.32
58876,"6144 BEDFORD AV",68104,NA,NA,NA,NA
78500,"4911 N 63 ST",68104,NA,NA,NA,NA
12362,"3921 S 35 ST",68107,"Ineligible",NA,2006-11-15,118.99
42003,"2794 SHARON DR",68112,NA,NA,NA,NA
38627,"2555 CROWN POINT AV",68111,"Ineligible",NA,2006-09-15,170.3
28368,"2917 LAKE ST",68111,"Ineligible",NA,2006-06-05,199.55
39800,"2855 BAUMAN AV",68112,NA,NA,NA,NA
38336,"5907 N 33 AV",68111,"Remediated",2009-11-13,2004-05-20,555.3
36605,"5323 N 44 AV",68111,NA,NA,NA,NA
72783,"5633 S 52 ST",68117,NA,NA,NA,NA
19694,"1446 S 14 ST",68108,"Ineligible",NA,2003-05-20,99.17
57009,"4901 S 24 ST",68107,NA,NA,NA,NA
35866,"4332 BROWNE ST",68111,"Ineligible",NA,2003-12-16,88.77
51459,"5112 CAPITOL AV",68132,"Ineligible",NA,2008-06-18,257
90789,NA,NA,NA,NA,NA,NA
95974,"1535 N 18 ST",68110,"Ineligible",NA,2009-04-30,182
44604,"3621 MADISON ST",68107,"Ineligible",NA,2005-08-03,81.59
5561,"1923 LOTHROP ST",68110,"Remediated",2011-10-21,2002-10-24,642.4
57738,"1951 S 50 AV",68106,NA,NA,NA,NA
45884,"6110 S 33 AV",68107,"Ineligible",NA,2004-01-10,82.43
79108,"3326 S 56 ST",68106,NA,NA,NA,NA
72561,"5226 S 50 AV",68117,NA,NA,NA,NA
35135,"2421 TEMPLETON ST",68111,"Remediated",2014-10-17,2014-01-15,497
62561,"4304 N 65 ST",68104,NA,NA,NA,NA
71968,"5102 PACIFIC ST",68106,NA,NA,NA,NA
84449,"6618 N 30 ST",68112,NA,NA,NA,NA
